id,text,labels,comment,sentiment
2073,hakika maandiko yake ni mabaya,0,hakika mandiko yake ni mabaya,0
2074,njia pekee ambayo sinema hii ingeweza kukombolewa ingekuwa kama chakula cha mifugo,0,njia peke ambayo sinema hi ingeweza kukombolewa ingekuwa kama chakula cha mifugo,0
2075,i nililipwa pesa nyingi mno,0,i nililipwa pesa nyingi mno,0
2076,pia umbo lake halisi ni kumwona anthony quinn akicheza na farasi mwenye kichaa,1,pia umbo lake halisi ni kumwona anthony quin akicheza na farasi mwenye kicha,1
2077,ilikuwa yenye kuchosha sana,0,ilikuwa yenye kuchosha sana,0
2078,wala vitimbi vyenu havimsibu ila mwenyewe aliye vifanya,0,wala vitimbi vyenu havimsibu ila mwenyewe aliye vifanya,0
2079,hapana pa kukimbilia,0,hapana pa kukimbilia,0
2080,ni mbaya sana,0,ni mbaya sana,0
2081,saa mbaya zaidi na nusu ya maisha yangu,0,sa mbaya zaidi na nusu ya maisha yangu,0
2082,ilinibidi kuondoka kwenye chumba hicho kwa dakika chache ili kupata kitulizo,0,ilinibidi kuondoka kwenye chumba hicho kwa dakika chache ili kupata kitulizo,0
2083,ninachukia filamu kama hizo,0,ninachukia filamu kama hizo,0
2084,ndiyo sinema hiyo ilipendwa sana,0,ndiyo sinema hiyo ilipendwa sana,0
2085,hakuna njama wala hadithi,0,hakuna njama wala hadithi,0
2086,ukienda kutazama filamu hii utaona mto au rafiki mpenzi wa kike akikufanya ujiingize katika hali hiyo,0,ukienda kutazama filamu hi utaona mto au rafiki mpenzi wa kike akikufanya ujingize katika hali hiyo,0
2087,kibaya kabisa,0,kibaya kabisa,0
2088,sidhani kama nilikuwa nikienda kwenye sinema na kuichukia sana,0,sidhani kama nilikuwa nikienda kwenye sinema na kuichukia sana,0
2089,lilikuwa jambo zuri kwamba tikiti hizo ziligharimu dola tano tu kwa sababu ningekasirika ikiwa id angelipa  ili kuona mtego huu,0,lilikuwa jambo zuri kwamba tikiti hizo ziligharimu dola tano tu kwa sababu ningekasirika ikiwa id angelipa ili kuona mtego hu,0
2090,hakuna mtu atambulishaye herufi hizi kwa sababu hizo hupasua alama zote za kadibodi na dhana zinazoshikiliwa na wengi au kwa hakika hurudisha nuru tena,0,hakuna mtu atambulishaye herufi hizi kwa sababu hizo hupasua alama zote za kadibodi na dhana zinazoshikiliwa na wengi au kwa hakika hurudisha nuru tena,0
2091,hii ni filamu mbaya yenye maandishi mabaya na katuni zenye sura mbaya zilizochorwa na paul haggis kwa ajili ya watu ambao hawawezi kutumia chochote ila ile michoro ya ujasiri ya hadithi za kusimulia hadithi iliyochorwa kwa michoro ya rangi,0,hi ni filamu mbaya yenye mandishi mabaya na katuni zenye sura mbaya zilizochorwa na paul hagis kwa ajili ya watu ambao hawawezi kutumia chochote ila ile michoro ya ujasiri ya hadithi za kusimulia hadithi iliyochorwa kwa michoro ya rangi,0
2092,ajali ni jambo dogo lenye kushusha moyo ambalo huchochea hisia  moyo lakini halikufundishi kitu ikiwa tayari unajua ubaguzi wa rangi na ubaguzi ni mambo mabaya,0,ajali ni jambo dogo lenye kushusha moyo ambalo huchochea hisia moyo lakini halikufundishi kitu ikiwa tayari unajua ubaguzi wa rangi na ubaguzi ni mambo mabaya,0
2093,bado nafanya kama filamu hii kwa ajili ya kuimarisha wanawake huko hakuna filamu za kutosha hapa kama hii,1,bado nafanya kama filamu hi kwa ajili ya kuimarisha wanawake huko hakuna filamu za kutosha hapa kama hi,1
2094,ubongo wako utajaribu kulegea ukiwa sehemu ya msukumo wa akili wa kujipumua,0,ubongo wako utajaribu kulegea ukiwa sehemu ya msukumo wa akili wa kujipumua,0
2095,niliachwa nikiwa nimevunjwa moyo kutokana na ono la kutazama filamu hii na mimi nikachukua muda wa saa mbili ili kupona kabisa,0,niliachwa nikiwa nimevunjwa moyo kutokana na ono la kutazama filamu hi na mimi nikachukua muda wa sa mbili ili kupona kabisa,0
2096,sinema hiyo sasa inaunga mkono kulipiza kisasi kwa boogeyman na zombiez kama sehemu ya utatu wa kuogofya wa filamu,0,sinema hiyo sasa inaunga mkono kulipiza kisasi kwa bogeyman na zombiez kama sehemu ya utatu wa kuogofya wa filamu,0
2097,bila shaka hilo halimaanishi kwamba mtu huyo ni tofauti kwa njia nzuri,0,bila shaka hilo halimanishi kwamba mtu huyo ni tofauti kwa njia nzuri,0
2098,hii inamaanisha kwa njia mbaya sana,0,hi inamanisha kwa njia mbaya sana,0
2099,filamu hii haina michoro ya ukombozi,0,filamu hi haina michoro ya ukombozi,0
2100,kila kitu ni chenye kufadhaisha,0,kila kitu ni chenye kufadhaisha,0
2101,picha zisizo na madoido zinatuonyesha mandhari yenye kupendeza zaidi ya uombwe,0,picha zisizo na madoido zinatuonyesha mandhari yenye kupendeza zaidi ya uombwe,0
2102,hadithi hiyo haiwezi kuwa ya kipumbavu,0,hadithi hiyo haiwezi kuwa ya kipumbavu,0
2103,maandishi yako hapo awali,0,mandishi yako hapo awali,0
2104,watoto wanaudhika,0,watoto wanaudhika,0
2105,mwenye kuongoza hana hatia,0,mwenye kuongoza hana hatia,0
2106,kwa vyovyote vile bila ustahili katika kiwango chochote huu wafanana na mateso,0,kwa vyovyote vile bila ustahili katika kiwango chochote hu wafanana na mateso,0
2107,walio wagonjwa hata husema tena kwamba huo ni utesaji,0,walio wagonjwa hata husema tena kwamba huo ni utesaji,0
2108,labda kungekuwa na elezo lenye kupatana na akili juu ya jambo hili la ujasiri,0,labda kungekuwa na elezo lenye kupatana na akili ju ya jambo hili la ujasiri,0
2109,si safari yenye kupendeza ya kujitambua,0,si safari yenye kupendeza ya kujitambua,0
2110,la hali ya juu halina simu,0,la hali ya ju halina simu,0
2111,ikiwa kauli hii yasikika kuwa ya kipumbavu kwa sababu ni ya kipumbavu,0,ikiwa kauli hi yasikika kuwa ya kipumbavu kwa sababu ni ya kipumbavu,0
2112,ndiyo ni mbaya hivyo,0,ndiyo ni mbaya hivyo,0
2113,hakuna lolote la kupendekeza,0,hakuna lolote la kupendekeza,0
2114,tukio zuri kabisa kutoka kwa makunjo,1,tukio zuri kabisa kutoka kwa makunjo,1
2115,vando aliyemwonyesha popo kwamba vipawa vyake vingeweza kubeba kutoka enzi ya kimya  kimya na alitaka kuona baadhi ya kazi yake ya kimya lakini nelix haionekani kuwa inaziweka akiba,1,vando aliyemwonyesha popo kwamba vipawa vyake vingeweza kubeba kutoka enzi ya kimya kimya na alitaka kuona badhi ya kazi yake ya kimya lakini nelix haionekani kuwa inaziweka akiba,1
2116,ipendezayo pia kuona kwamba mwandishi maarufu wa habari za televisheni za kimya  kimya sranks marion hajapata hatua ya kutoka kimya hadi sauti,1,ipendezayo pia kuona kwamba mwandishi marufu wa habari za televisheni za kimya kimya sranks marion hajapata hatua ya kutoka kimya hadi sauti,1
2117,sinema hii iliteseka kwa sababu ya maandishi iliyoiandika kuhitaji wasiwasi zaidi,0,sinema hi iliteseka kwa sababu ya mandishi iliyoiandika kuhitaji wasiwasi zaidi,0
2118,kulikuwa na misuguano mingi mno,0,kulikuwa na misuguano mingi mno,0
2119,ila tu kwamba sinema hiyo ilionekana kuwa yenye kuvuta watu wengi zaidi na mashujaa hao hawakufanyia kazi kwa ajili ya uhuru wao,0,ila tu kwamba sinema hiyo ilionekana kuwa yenye kuvuta watu wengi zaidi na mashuja hao hawakufanyia kazi kwa ajili ya uhuru wao,0
2120,lakini sinema hii kwa hakika ni chini ya kodi ya wastani,0,lakini sinema hi kwa hakika ni chini ya kodi ya wastani,0
2121,mwanasesere akiipenda,1,mwanasesere akipenda,1
2122,sinema hii ni mbaya,0,sinema hi ni mbaya,0
2123,mbaya sana,0,mbaya sana,0
2124,sinema hiyo ni ndefu mno,0,sinema hiyo ni ndefu mno,0
2125,hakika huyu ni katika walio dhulumu,0,hakika huyu ni katika walio dhulumu,0
2126,filamu ipokewayo ilikuwa filamu bora sana kwa umri wake,1,filamu ipokewayo ilikuwa filamu bora sana kwa umri wake,1
2127,jihn royne alifanya kazi nzuri sana ya kuwa kijana sana katika biashara ya sinema,1,jihn royne alifanya kazi nzuri sana ya kuwa kijana sana katika biashara ya sinema,1
2128,kuwapo kwake kwenye kiwambo kulikuwa kumengaa hata ingawa kulikuwa na waigizaji wengine wakuu kwenye kiwambo pamoja naye,1,kuwapo kwake kwenye kiwambo kulikuwa kumenga hata ingawa kulikuwa na waigizaji wengine waku kwenye kiwambo pamoja naye,1
2129,nadhani ni lazima ione filamu ya kiyohn ya kale sana,1,nadhani ni lazima ione filamu ya kiyohn ya kale sana,1
2130,kwa kweli sioni jinsi mtu yeyote angeweza kufurahia sinema hii,0,kwa kweli sioni jinsi mtu yeyote angeweza kufurahia sinema hi,0
2131,sidhani nimewahi kuona sinema yenye kuchosha kama sehemu hii ya nguo isiyo na lishe,0,sidhani nimewahi kuona sinema yenye kuchosha kama sehemu hi ya nguo isiyo na lishe,0
2132,labda ingekuwa bora zaidi kama mkurugenzi angetumia sehemu kubwa ya maonyesho ya sinema akiigiza kazi yake mwenyewe ya sanaa ambayo kwa kweli ni yenye kutokeza,0,labda ingekuwa bora zaidi kama mkurugenzi angetumia sehemu kubwa ya maonyesho ya sinema akigiza kazi yake mwenyewe ya sana ambayo kwa kweli ni yenye kutokeza,0
2133,jambo jingine ambalo sikupenda ni wakati mtu fulani alipopigana ngumi usoni lita moja ya damu ingemwagika mara tu baada ya,0,jambo jingine ambalo sikupenda ni wakati mtu fulani alipopigana ngumi usoni lita moja ya damu ingemwagika mara tu bada ya,0
2134,njuzi ya kibahozi kabisa ni miwani ya taa,1,njuzi ya kibahozi kabisa ni miwani ya ta,1
2135,utendaji wake ni kazi ya akili tu,1,utendaji wake ni kazi ya akili tu,1
2136,anamiliki filamu hiyo kama vile tu chombo cha kutengenezea makaa ya mawe kilivyomiliki binti ya wachimba makaa ya mawe na kwatodi kilikuwa na mipira mikubwa ya moto,1,anamiliki filamu hiyo kama vile tu chombo cha kutengenezea maka ya mawe kilivyomiliki binti ya wachimba maka ya mawe na kwatodi kilikuwa na mipira mikubwa ya moto,1
2137,kwa kweli ni vigumu kukumbuka kwamba miale ya taa inatenda na haikuchezwa na mtu huyo mwenyewe,1,kwa kweli ni vigumu kukumbuka kwamba miale ya ta inatenda na haikuchezwa na mtu huyo mwenyewe,1
2138,supu za taa zajulikana sana,1,supu za ta zajulikana sana,1
2139,maisha ya miali ya jua yaliandaa picha nzuri sana kwa ajili ya sinema ambayo haihusishi tu sinema nyingine kuhusu mwanamuziki,1,maisha ya miali ya jua yalianda picha nzuri sana kwa ajili ya sinema ambayo haihusishi tu sinema nyingine kuhusu mwanamuziki,1
2140,bogick ni mkurugenzi mkuu,1,bogick ni mkurugenzi mku,1
2141,kwa kushangaza mara nyingi mimi huona sinema zake kuwa ni kupoteza wakati kabisa kutazama,0,kwa kushangaza mara nyingi mimi huona sinema zake kuwa ni kupoteza wakati kabisa kutazama,0
2142,sehemu ya pili ya spidrocock iliboresha sana msisimuaji na kukimbiza sinema,1,sehemu ya pili ya spidrocock iliboresha sana msisimuaji na kukimbiza sinema,1
2143,ambayo huridhisha wasikilizaji ambao huharibu nyingi za filamu zake,0,ambayo huridhisha wasikilizaji ambao huharibu nyingi za filamu zake,0
2144,kwa sababu hiyo simulizi zima halina nishati,0,kwa sababu hiyo simulizi zima halina nishati,0
2145,njama hiyo inanguruma kama mashine ikitegemea kwa makini mandhari mpya,0,njama hiyo inanguruma kama mashine ikitegemea kwa makini mandhari mpya,0
2146,kuna kasoro za kawaida za kiakili,0,kuna kasoro za kawaida za kiakili,0
2147,shamima inaudhi sana,0,shamima inaudhi sana,0
2148,hii ni sinema isiyovutia kuhusu mwandishi anayeishi katika utamaduni wenye baridi kali,0,hi ni sinema isiyovutia kuhusu mwandishi anayeishi katika utamaduni wenye baridi kali,0
2149,yale mambo ya kuigiza yaliyo wazi hukukazia uangalifu wako kwa sababu yanapotea kihisia  moyo na yameruka  ruka,0,yale mambo ya kuigiza yaliyo wazi hukukazia uangalifu wako kwa sababu yanapotea kihisia moyo na yameruka ruka,0
2150,na sehemu nyingine ya nyumba hiyo inazungukwa na wanajeshi wakiimba nyimbo kuhusu ukiume ambao wanajiapa kurahisisha usafi wa panga nk,0,na sehemu nyingine ya nyumba hiyo inazungukwa na wanajeshi wakimba nyimbo kuhusu ukiume ambao wanajiapa kurahisisha usafi wa panga nk,0
2151,anaweza kukudunga vipande  vipande na kuua mwendo wa sinema haraka kuliko mtu mwingine yeyote,0,anaweza kukudunga vipande vipande na kua mwendo wa sinema haraka kuliko mtu mwingine yeyote,0
2152,schrader ametengeneza filamu nyingi zisizo na ujuzi,0,schrader ametengeneza filamu nyingi zisizo na ujuzi,0
2153,nilipoitazama filamu hii kwa mara ya kwanza katika miaka ya  niliipenda sana,1,nilipoitazama filamu hi kwa mara ya kwanza katika miaka ya nilipenda sana,1
2154,nilivutiwa sana na muziki wote uliokuwa ukicheza dansi,1,nilivutiwa sana na muziki wote uliokuwa ukicheza dansi,1
2155,hata hivyo hivi karibuni niliangalia tena kitu chote cha dvdos na mimi nilivutiwa sana na jinsi mchezo huo ulivyokuwa mpumbavu kupita kiasi na jinsi ulivyokuwa na mashimo mengi yasiyopatana na waziwazi na jinsi dansi hiyo ilivyokuwa ikipamba moto,0,hata hivyo hivi karibuni niliangalia tena kitu chote cha dvdos na mimi nilivutiwa sana na jinsi mchezo huo ulivyokuwa mpumbavu kupita kiasi na jinsi ulivyokuwa na mashimo mengi yasiyopatana na waziwazi na jinsi dansi hiyo ilivyokuwa ikipamba moto,0
2156,hii inamaanisha katika ulimwengu halisi kwamba hangeingia kamwe katika ile dansi ya bale ambayo kwa ujumla ilikuwa ya kusikitisha sana,0,hi inamanisha katika ulimwengu halisi kwamba hangeingia kamwe katika ile dansi ya bale ambayo kwa ujumla ilikuwa ya kusikitisha sana,0
2157,tabia zake pia hazikuwa na kina kirefu,0,tabia zake pia hazikuwa na kina kirefu,0
2158,woa anazungumzia mambo mabaya sana,0,woa anazungumzia mambo mabaya sana,0
2159,wala msifanye ulegevu kuwafukuzia kaumu ya maadui,0,wala msifanye ulegevu kuwafukuzia kaumu ya madui,0
2160,ilikuwa mbaya sana,0,ilikuwa mbaya sana,0
2161,majadiliano mabaya zaidi ni kwamba tu ungeweza kuendelea kwa muda mrefu,0,majadiliano mabaya zaidi ni kwamba tu ungeweza kuendelea kwa muda mrefu,0
2162,lakini kwa kweli kile kilichoifanya isitambuliwe kilikuwa ni mwongozo,0,lakini kwa kweli kile kilichoifanya isitambuliwe kilikuwa ni mwongozo,0
2163,waigizaji maskini,0,waigizaji maskini,0
2164,hata huwezi kujua kama wana kipawa chochote kwa sababu hawana maneno yenye kusikitisha tu bali pia mkurugenzi hakuwaonyesha hatua yoyote,0,hata huwezi kujua kama wana kipawa chochote kwa sababu hawana maneno yenye kusikitisha tu bali pia mkurugenzi hakuwaonyesha hatua yoyote,0
2165,ukichunguza picha za wakurugenzi katika tovuti hii utaona ni kwa nini filamu hii haikujitokeza,0,ukichunguza picha za wakurugenzi katika tovuti hi utaona ni kwa nini filamu hi haikujitokeza,0
2166,hilo hata halingekuwa jambo zuri kama vile kuchezewa kwa muda mfupi tu,0,hilo hata halingekuwa jambo zuri kama vile kuchezewa kwa muda mfupi tu,0
2167,ikiwa nia nzuri ingefanyiza filamu nzuri basi sinema hii yaweza kuwa moja ya sinema kubwa zaidi iliyopata kutengenezwa,1,ikiwa nia nzuri ingefanyiza filamu nzuri basi sinema hi yaweza kuwa moja ya sinema kubwa zaidi iliyopata kutengenezwa,1
2168,filamu hiyo ina waigizaji wakuu ambao mwelekezi stadi ni mtu mwenye sauti ya chini sana aliye na picha za hewani ambazo zilipaswa kusisimua hisi na uwezo wa kufikiri na watu ambao huenda mtu akajali sana,1,filamu hiyo ina waigizaji waku ambao mwelekezi stadi ni mtu mwenye sauti ya chini sana aliye na picha za hewani ambazo zilipaswa kusisimua hisi na uwezo wa kufikiri na watu ambao huenda mtu akajali sana,1
2169,haijalishi filamu hiyo inashindwa,0,haijalishi filamu hiyo inashindwa,0
2170,sinema hiyo haina maonyesho ya kuonyesha hisia na sherehe ya uzalendo unaokazia usimulizi,0,sinema hiyo haina maonyesho ya kuonyesha hisia na sherehe ya uzalendo unaokazia usimulizi,0
2171,hakuna mwigizaji ambaye ametumiwa vibaya zaidi na mamba aina ya june katika sinema hii,0,hakuna mwigizaji ambaye ametumiwa vibaya zaidi na mamba aina ya june katika sinema hi,0
2172,na bado ninafurahia kuitazama,1,na bado ninafurahia kuitazama,1
2173,kwa kusikitisha hii ni sinema mbaya iliyo wazi,0,kwa kusikitisha hi ni sinema mbaya iliyo wazi,0
2174,maandishi mabaya na matendo mabaya hufanya maandishi hayo yaonekane kuwa mabaya,0,mandishi mabaya na matendo mabaya hufanya mandishi hayo yaonekane kuwa mabaya,0
2175,mazungumzo yakapungua,0,mazungumzo yakapungua,0
2176,ile sinemakographyif inaweza kuitwa ile inayochekwa,0,ile sinemakographyif inaweza kuitwa ile inayochekwa,0
2177,chombo cha sauti kilifyonza sauti,0,chombo cha sauti kilifyonza sauti,0
2178,yule anayetenda kwa ustadi,0,yule anayetenda kwa ustadi,0
2179,mifuatano ya maonyesho ya muziki ilikuwa imefyonzwa tu,0,mifuatano ya maonyesho ya muziki ilikuwa imefyonzwa tu,0
2180,kilikuwa chema,1,kilikuwa chema,1
2181,lililokuwa jambo la kuchekesha,1,lililokuwa jambo la kuchekesha,1
2182,lilikuwa jambo la kuchekesha sana,1,lilikuwa jambo la kuchekesha sana,1
2183,kwa ujumla sinema hii ilikuwa takataka ya bei ya chini,0,kwa ujumla sinema hi ilikuwa takataka ya bei ya chini,0
2184,lakini sinema hii si ya kuchekesha kwa kufikiria upumbavu wake,0,lakini sinema hi si ya kuchekesha kwa kufikiria upumbavu wake,0
2185,nilitoka ndani yake nikihisi hasira,0,nilitoka ndani yake nikihisi hasira,0
2186,huharibu chochote kile kiwezacho au kisichoweza kusemwa juu yacho kimebuniwa kwa ustadi wa hali ya juu sana,1,huharibu chochote kile kiwezacho au kisichoweza kusemwa ju yacho kimebuniwa kwa ustadi wa hali ya ju sana,1
2187,sinema hiyo inastaajabisha kwa kusema kwa ufupi na si kitu ikiwa si mooftheart,1,sinema hiyo inastajabisha kwa kusema kwa ufupi na si kitu ikiwa si moftheart,1
2188,kwa uhalisi kipindi hiki chatoa kiasi kidogo cha kila kitu na kwa karibu kila mtu ambaye wazazi wake wote ni wa kuwaziwa tu na mashabiki wa sks,1,kwa uhalisi kipindi hiki chatoa kiasi kidogo cha kila kitu na kwa karibu kila mtu ambaye wazazi wake wote ni wa kuwaziwa tu na mashabiki wa sks,1
2189,na kulitokea hata neno moja kali lililopigwa na kali likitenda kwa hekima ama chombo imara cha kushangaza hapa,1,na kulitokea hata neno moja kali lililopigwa na kali likitenda kwa hekima ama chombo imara cha kushangaza hapa,1
2190,mambo yote yaliyoonwa kuwa kazi iliyofanywa vizuri sana,1,mambo yote yaliyonwa kuwa kazi iliyofanywa vizuri sana,1
2191,asanteni sana kwa filamu kama hii kufanywa na kuachiliwa huru,1,asanteni sana kwa filamu kama hi kufanywa na kuachiliwa huru,1
2192,moja ya sinema bora zaidi za kimyxican na moja ya sinema ambazo hazikupata kueleweka sana hata iwe ni zile ambazo zimetambuliwaje nazo,1,moja ya sinema bora zaidi za kimyxican na moja ya sinema ambazo hazikupata kueleweka sana hata iwe ni zile ambazo zimetambuliwaje nazo,1
2193,linafikia kiwango cha juu kama maonyesho makubwa ya uhalifu ya nordrama kwa belmondo na lino capeura,1,linafikia kiwango cha ju kama maonyesho makubwa ya uhalifu ya nordrama kwa belmondo na lino capeura,1
2194,sifa inayotolewa kwa kila mhusika na maelezo tata ya kisaikolojia yanayofafanua uaminifu  mshikamanifu kwa mapenzi na tumaini ni mambo makubwa sana,1,sifa inayotolewa kwa kila mhusika na maelezo tata ya kisaikolojia yanayofafanua uaminifu mshikamanifu kwa mapenzi na tumaini ni mambo makubwa sana,1
2195,ni drama nzuri sana yenye kusisimua na sinema bora kabisa,1,ni drama nzuri sana yenye kusisimua na sinema bora kabisa,1
2196,nikiwa huko pamoja na melville iliyo bora zaidi,1,nikiwa huko pamoja na melvile iliyo bora zaidi,1
2197,kila kitu kuhusu filamu hii kinastaajabisha,1,kila kitu kuhusu filamu hi kinastajabisha,1
2198,na nyinyi mkazama katika maovu kama wao walivyo zama,1,na nyinyi mkazama katika maovu kama wao walivyo zama,1
2199,maji meusi ni kisisimuaji ambacho huweza kushinda kabisa mipaka yake ya kuchezesha  chezesha  chezesha  chezewa kwa kupindua matazamio ya kutokea kama ono lenye nguvu,1,maji meusi ni kisisimuaji ambacho huweza kushinda kabisa mipaka yake ya kuchezesha chezesha chezesha chezewa kwa kupindua matazamio ya kutokea kama ono lenye nguvu,1
2200,tamasha hizi ni halisi na zinashika fuvu hilo vizuri sana iwapo tovuti ya maji meusi itaaminika kwamba kwa sababu walitumia masanduku halisi na bwawa ni maridadi sana,1,tamasha hizi ni halisi na zinashika fuvu hilo vizuri sana iwapo tovuti ya maji meusi itaminika kwamba kwa sababu walitumia masanduku halisi na bwawa ni maridadi sana,1
2201,nilifurahia sana wakati kristopher ekccleston alipodhibiti tardis na mwendelezo wa mfululizo huo,1,nilifurahia sana wakati kristopher ekcleston alipodhibiti tardis na mwendelezo wa mfululizo huo,1
2202,asijue alikuwa akijaribu kufanya nini na filamu hii,0,asijue alikuwa akijaribu kufanya nini na filamu hi,0
2203,kama ingebadili siku yangu nzuri iwe usiku wenye kumbukumbu zenye kusumbua kuliko nadhani alifaulu,0,kama ingebadili siku yangu nzuri iwe usiku wenye kumbukumbu zenye kusumbua kuliko nadhani alifaulu,0
2204,kuna sehemu nyingi zenye kupendeza,1,kuna sehemu nyingi zenye kupendeza,1
2205,ililazimishwa kama kila kitu katika sinema hii,0,ililazimishwa kama kila kitu katika sinema hi,0
2206,tena akiwa kilema,0,tena akiwa kilema,0
2207,hapa ambapo filamu hiyo ilinigusa moyo sana,0,hapa ambapo filamu hiyo ilinigusa moyo sana,0
2208,na hata usinifanye nianze kupiga picha haraka  haraka,0,na hata usinifanye nianze kupiga picha haraka haraka,0
2209,na alipo liona katika jumba la sinemadididi kuwa ni mgonjwa,0,na alipo liona katika jumba la sinemadididi kuwa ni mgonjwa,0
2210,pitia muhtasari akili za watu wasio na akili,0,pitia muhtasari akili za watu wasio na akili,0
2211,mpango mzuri niliosema uid ulimruhusu huyo aende,0,mpango mzuri niliosema uid ulimruhusu huyo aende,0
2212,kitendo chake kilikuwa kibaya,0,kitendo chake kilikuwa kibaya,0
2213,kweli ni vibaya,0,kweli ni vibaya,0
2214,hata mnyoo wa bipani ukiinuka juu ya maandishi yaliyokuwa mabaya zaidi,0,hata mnyo wa bipani ukinuka ju ya mandishi yaliyokuwa mabaya zaidi,0
2215,kamera ni mbaya tena,0,kamera ni mbaya tena,0
2216,kiwango cha  kati ya ,0,kiwango cha kati ya,0
2217,mwisho wenye kustaajabisha wa mambo matatu bora zaidi ya wakati wote,1,mwisho wenye kustajabisha wa mambo matatu bora zaidi ya wakati wote,1
2218,kieslowki haachi kamwe kunistaajabisha,1,kieslowki hachi kamwe kunistajabisha,1
2219,yeye ni mmoja wa wakurugenzi wangu mashuhuri na ni mmojawapo wa wakurugenzi stadi zaidi katika historia ya sinema,1,yeye ni moja wa wakurugenzi wangu mashuhuri na ni mojawapo wa wakurugenzi stadi zaidi katika historia ya sinema,1
2220,matumizi yake ya rangi za bendera iliyoganda katika filamu hizo tatu yalikuwa ya ajabu sana kila picha iliyokuwa kama sanaa,1,matumizi yake ya rangi za bendera iliyoganda katika filamu hizo tatu yalikuwa ya ajabu sana kila picha iliyokuwa kama sana,1
2221,filamu tatu zenye kuvutia sana kuliko zote,1,filamu tatu zenye kuvutia sana kuliko zote,1
2222,na uhusiano wake wenye hila kati ya filamu hizo tatu ni wenye kutisha,1,na uhusiano wake wenye hila kati ya filamu hizo tatu ni wenye kutisha,1
2223,ni lazima nisimulie jambo hili na ni mnyanganyi mkubwa ambaye alipenda kumaliza namna wahusika wote wa filamu hizo tatu walivyokuwa waokokaji waliobaki wa msiba wa feri pamoja na kijana hakimu pamoja na mzee aliyeuangalia kwa umri wake akiimarisha furaha yake juu ya mateso aliyokabiliana nayo kwa miaka hiyo mingi,1,ni lazima nisimulie jambo hili na ni mnyanganyi mkubwa ambaye alipenda kumaliza namna wahusika wote wa filamu hizo tatu walivyokuwa waokokaji waliobaki wa msiba wa feri pamoja na kijana hakimu pamoja na mze aliyeuangalia kwa umri wake akimarisha furaha yake ju ya mateso aliyokabiliana nayo kwa miaka hiyo mingi,1
2224,int inafikiria njia bora zaidi ya kuimaliza filamu hiyo lakini tabasamu usoni mwangu ni njia nzuri sana ya kufunga filamu ya ajabu na mambo mengine ya ziada,1,int inafikiria njia bora zaidi ya kuimaliza filamu hiyo lakini tabasamu usoni mwangu ni njia nzuri sana ya kufunga filamu ya ajabu na mambo mengine ya ziada,1
2225,napendekeza hili kwa kila mtu anayependa filamu afanyie kazi yoyote ya sanaa,1,napendekeza hili kwa kila mtu anayependa filamu afanyie kazi yoyote ya sana,1
2226, kati ya  kwa ajili ya sinema na mambo mengine,1,kati ya kwa ajili ya sinema na mambo mengine,1
2227,i alitapika kihalisi alipokuwa akitazama filamu hii,0,i alitapika kihalisi alipokuwa akitazama filamu hi,0
2228,nadhani ni mmoja wa watu walioona hii lulu za vingarishaji,1,nadhani ni moja wa watu waliona hi lulu za vingarishaji,1
2229,alicheza mchezo wa kuigiza uliovutia,1,alicheza mchezo wa kuigiza uliovutia,1
2230,hadithi iliyosimuliwa kwa ufasaha sana na farani kwa ajili ya polisi miaka  mapema kwa kweli inafunuka hatua kwa hatua na kuacha nafasi kwa wahusika kusitawi,1,hadithi iliyosimuliwa kwa ufasaha sana na farani kwa ajili ya polisi miaka mapema kwa kweli inafunuka hatua kwa hatua na kuacha nafasi kwa wahusika kusitawi,1
2231,katika mahali pazuri zaidi pana hadithi ya tofauti,1,katika mahali pazuri zaidi pana hadithi ya tofauti,1
2232,zote zikiwa na filamu maridadi kutoka nicolas roglag bora,1,zote zikiwa na filamu maridadi kutoka nicolas roglag bora,1
2233,ninazitafsiri filamu kwa ajili ya maisha na hii ndiyo filamu ya kwanza katika uzoefu wangu wa miaka mitano ya kazi ambayo niliiona kuwa yenye kuchukiza kwa akili yangu,0,ninazitafsiri filamu kwa ajili ya maisha na hi ndiyo filamu ya kwanza katika uzoefu wangu wa miaka mitano ya kazi ambayo niliona kuwa yenye kuchukiza kwa akili yangu,0
2234,lakini mtu anapojitahidi kwa ajili ya umashuhuri na ushairi lakini anapotoa hadithi iliyopotoshwa na ambayo mara nyingi huwa ni hadithi ya kijinga na yenye mambo yasiyo na maana basi unapata aina mbaya zaidi ya sinema ambayo mpitiaji mwingine anaifafanua kwa usahihi sana kuwa ni kivutio cha kisasa,0,lakini mtu anapojitahidi kwa ajili ya umashuhuri na ushairi lakini anapotoa hadithi iliyopotoshwa na ambayo mara nyingi huwa ni hadithi ya kijinga na yenye mambo yasiyo na mana basi unapata aina mbaya zaidi ya sinema ambayo mpitiaji mwingine anaifafanua kwa usahihi sana kuwa ni kivutio cha kisasa,0
